ReqID,Requirement,TestID,CodeRef,Status,Notes
LBA-REQ-047,"The system shall stream the golden VM live status and analyze a captured timeline for idle spans, so a fail-closed gate proves the committed idle-time analysis is correctly derived from the samples.",T-047,"experiments/vm-live-status/vmStatusAnalysis.mjs; experiments/vm-live-status/vm-live-status.sh; experiments/vm-live-status/verify-vm-live-status.selftest.mjs; experiments/vm-live-status/fixtures/vm-status-timeline-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 (live VM visibility): vm-live-status.sh streams overall CPU busy% + LabVIEW cpu/mem + vipm/Xvfb over the bridge and captures NDJSON; vmStatusAnalysis.mjs derives idle vs busy spans, idle%, longest idle run; validateStatusTimelineReceipt fails closed unless the committed analysis re-derives from the samples and the digest is intact; PROVEN LIVE -- real 44s capture on lba-golden (mid-capture CPU burst) = 63.6% idle, 2 idle spans, longest idle run 18s; gate vm-live-status-idle-analysis (selftest 7/7)."
LBA-REQ-048,"The system shall benchmark the golden VM by mass-compiling the public icon-editor source with LabVIEWCLI, so a fail-closed gate proves the committed benchmark result is correctly derived and cross-plane comparable.",T-048,"experiments/mass-compile/massCompileBenchmark.mjs; experiments/mass-compile/verify-mass-compile-benchmark.selftest.mjs; experiments/mass-compile/fixtures/mass-compile-benchmark-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 (golden-VM benchmark, replaces deferred VI Analyzer): LabVIEWCLI -OperationName MassCompile compiles the ni/labview-icon-editor resource/ source headless-as-actor; massCompileBenchmark.mjs records the result + a timing-invariant machine-independent resultHash (directory + VI count + bad count + success) for cross-plane comparison; validateMassCompileReceipt fails closed unless the resultHash re-derives, the verdict matches, the bad-VI list is consistent, and the digest is intact; PROVEN LIVE -- MassCompile of resource/ on lba-golden = 307 VIs/CTLs, 0 bad, succeeded, 24s; gate mass-compile-benchmark (selftest 7/7)."
LBA-REQ-049,"The system shall verify the golden-VM provisioner installs every headless-LabVIEW prerequisite (Xvfb, VI Server config for both LabVIEW executable basenames, quoted access lists, post-install reboot), so a fail-closed gate proves a fresh one-command provision yields a headless-benchmark-ready VM.",T-049,"cleanroom/ubuntu-labview/provision-guest.sh; experiments/provisioner-readiness/provisionerReadiness.mjs; experiments/provisioner-readiness/verify-provisioner-readiness.selftest.mjs; experiments/provisioner-readiness/fixtures/provisioner-headless-readiness-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 (one-command golden VM): the hardened provision-guest.sh installs Xvfb + writes the VI Server (:3363) config into BOTH labview.conf and labviewcommunity.conf (LabVIEW picks its config by exe basename) with quoted access lists + addresses the post-install reboot; provisionerReadiness.mjs validates the committed receipt against the ACTUAL script text and fails closed if any prerequisite is missing, the ready verdict is forged, or the digest is tampered; folds in the three headless-readiness fixes discovered by hand during lba-golden bring-up; gate provisioner-headless-readiness (selftest 7/7)."
LBA-REQ-050,"The system shall unify the golden-VM LabVIEW benchmarks into a cross-plane grid that records, per benchmark, the machine-independent identity on each plane and the performance metric, so a fail-closed gate proves identities agree across planes and no determinism violation is admitted.",T-050,"experiments/benchmark-grid/benchmarkGrid.mjs; experiments/benchmark-grid/generate-benchmark-grid.mjs; experiments/benchmark-grid/verify-benchmark-grid.selftest.mjs; experiments/benchmark-grid/fixtures/mass-compile-host.receipt.json; experiments/benchmark-grid/fixtures/mass-compile-win.receipt.json; docs/benchmarks/benchmark-grid.md; experiments/verify-local-gates.mjs",Proven,"ADR-0031 cross-plane comparison generalized to a grid (roadmap Phase 4): benchmarkGrid.mjs assembles the committed per-benchmark cross-plane receipts into cross-plane-benchmark-grid@1, derives per-benchmark identity agreement + consensus, and renders docs/benchmarks/benchmark-grid.md; validateBenchmarkGrid fails closed on a determinism violation (planes disagreeing on identity), a forged agreement/verdict, or a tampered digest; PROVEN LIVE across the OS axis -- VI Analyzer (host + scratch VM) resultHash 0419a449 and Mass Compile icon-editor resource/ resultHash bf722123 agrees across host + lba-golden (Linux) + win-VITLT-SERGIO (Windows LabVIEW 2026), 3/3 planes, compile 39s/24s/211s; gate cross-plane-benchmark-grid (selftest 7/7)."
LBA-REQ-051,"The system shall build the ni/labview-icon-editor Editor Packed Library inside the NI LabVIEW container as a benchmark, so a fail-closed gate proves the committed build result is correctly derived and cross-plane comparable.",T-051,"experiments/ppl-build/pplBuildBenchmark.mjs; experiments/ppl-build/verify-ppl-build-benchmark.selftest.mjs; experiments/ppl-build/fixtures/ppl-build-benchmark-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0033 icon-editor container benchmarks (2-actor grid, builder actor): LabVIEWCLI -OperationName ExecuteBuildSpec builds the icon-editor Editor Packed Library spec of lv_icon_editor.lvproj inside the NI LabVIEW container nationalinstruments/labview:2026q1-linux -> lv_icon.lvlibp (native, no g-cli); pplBuildBenchmark.mjs records the machine-independent build identity (project + target + build spec + generated artifact + success) + build time; validatePplReceipt fails closed on a stale/tampered resultHash, forged verdict, no-artifact build, or tampered digest; PROVEN LIVE -- NI container built lv_icon.lvlibp (2948583 bytes) from icon-editor @9545c48 in 59s, ExecuteBuildSpec succeeded; gate ppl-build-benchmark (selftest 7/7)."
LBA-REQ-052,"The system shall build the g-cli launcher from its Rust source and prove it on this host, so a fail-closed gate confirms the committed round-trip is correctly derived and cross-plane comparable.",T-052,"experiments/g-cli-proxy/gcliProxyBenchmark.mjs; experiments/g-cli-proxy/verify-g-cli-proxy-proof.selftest.mjs; experiments/g-cli-proxy/fixtures/g-cli-proxy-proof-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0033 icon-editor container benchmarks (2-actor grid, tester-actor enabler): on Linux g-cli ships no prebuilt binary -- the launcher is the rust-proxy crate (G-CLI/G-CLI @662f75a) built with cargo build --release; gcliProxyBenchmark.mjs records the machine-independent proof identity (tool + version + source commit + operation + args in + echoed text + exit code + LabVIEW version/bitness); validateGcliReceipt fails closed on an echo that does not match the args sent, a stale/tampered resultHash, a forged verdict, or a tampered digest; PROVEN LIVE -- g-cli 3.0.1 built from Rust in 6.7s then drove host LabVIEW 2026 headless to run Echo Parameters.vi, which echoed hello/from/host and exited 0; gate g-cli-proxy-proof (selftest 7/7)."
LBA-REQ-053,"The system shall run the ni/labview-icon-editor LUnit suite via g-cli as a benchmark, so a fail-closed gate proves the committed test inventory is correctly derived and cross-plane comparable.",T-053,"experiments/lunit-test/lunitTestBenchmark.mjs; experiments/lunit-test/verify-lunit-test-benchmark.selftest.mjs; experiments/lunit-test/fixtures/lunit-test-benchmark-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0033 icon-editor container benchmarks (2-actor grid, tester actor): the Rust-built g-cli (LBA-REQ-052) runs g-cli --lv-ver 2026 --arch 64 lunit -- -r <report> lv_icon_editor.lvproj with the LUnit framework from icon-editor-developer.vipc (NOT runner_dependencies.vipc); lunitTestBenchmark.mjs records the machine-independent test inventory (sorted class/case set + suite structure), outcomes recorded but not hashed; validateLunitReceipt fails closed on an inventory/total mismatch, a stale/tampered resultHash, a forged verdict, or a tampered digest; PROVEN LIVE -- g-cli lunit ran the icon-editor suite on lba-golden @9545c48, 4 LUnit classes / 25 cases (10 passed, 2 failed, 8 errored headless, 5 setup), well-formed JUnit report; gate lunit-test-benchmark (selftest 7/7)."
LBA-REQ-054,"The system shall assemble every committed benchmark receipt into a benchmark-type x plane coverage matrix (the Benchmark Observatory), so a fail-closed gate proves the suite-wide determinism ledger and coverage are correctly derived.",T-054,"experiments/benchmark-observatory/benchmarkObservatory.mjs; experiments/benchmark-observatory/generate-benchmark-observatory.mjs; experiments/benchmark-observatory/verify-benchmark-observatory.selftest.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0034 benchmark observatory (roadmap Phase 2): benchmarkObservatory.mjs folds every committed benchmark receipt (VI Analyzer + Mass Compile host/golden/win + icon-editor PPL build + LUnit test) into a benchmark-type x plane coverage matrix + determinism ledger + data-driven frontier; derived from committed receipts (pure/offline), the generated docs/benchmarks/benchmark-observatory.md is regenerated in lba verify + drift-gated; validateObservatory fails closed on a determinism violation, a coverage matrix that contradicts the receipts, a stale surface, a forged verdict, or a tampered digest; DERIVED -- 4 benchmark types x 5 planes, 2 cross-plane-proven, 0 violations, 35% cells, 13-cell frontier; gate benchmark-observatory (selftest 8/8)."
LBA-REQ-055,"The system shall emit a machine-readable capture-status beacon for each LabVIEW-launch capture (capturing -> stopped/failed), so a fail-closed gate proves the rich stop payload (wroteToDisk, peak write throughput + its frame, per-disk breakdown) is correctly derived and an agent can await a human-in-the-loop step.",T-055,"experiments/handoff-beacon/captureStatus.mjs; experiments/handoff-beacon/captureStatus.selftest.mjs; reviewer-workstation/await-handoff.sh; reviewer-workstation/await-handoff.ps1; src/extension.ts; experiments/verify-local-gates.mjs",Proven,"ADR-0035 Handoff Beacon Protocol (human-in-the-loop as a machine-observable signal): captureStatus.mjs derives the capture-status@1 beacon (wroteToDisk thresholded >1 MB/s for >=3 samples, peak write MB/s + the frame index where it peaked, per-physical-disk write/read peaks); the extension writes capture-status.json at capture start (capturing) + stop (stopped) or assembly failure (failed), best-effort; reviewer-workstation/await-handoff.sh runs the guest poll ONCE + blocks until stopped|failed or timeout (the one sanctioned poll); validateCaptureStatus fails closed on a bad schema/state/missing payload; gate handoff-capture-status (selftest 6/6). Live: the operator's streaming VI -> stopped beacon wroteToDisk=true peak 134 MB/s @ frame 1122, resolved by the poll."
LBA-REQ-056,"The system shall surface an agent's request for a human step as an in-VM VS Code notification whose ""Mark step done"" / ""Skip"" actions emit a machine-readable op-done beacon, so a fail-closed gate proves the request/answer payloads are correctly derived and the agent can await a human-in-the-loop step it initiated.",T-056,"experiments/handoff-beacon/handoffRequest.mjs; experiments/handoff-beacon/handoffRequest.selftest.mjs; reviewer-workstation/request-step.sh; reviewer-workstation/request-step.ps1; reviewer-workstation/build-agent-request.mjs; src/extension.ts; experiments/verify-local-gates.mjs",Proven,"ADR-0036 agent->human request beacon (under ADR-0035 Handoff Beacon Protocol): handoffRequest.mjs derives agent-request@1 + op-done@1 (validated fail-closed) + selectPendingRequest (newest unanswered); the extension watches handoff/requests/ + surfaces the ask as a notification with Mark step done (optional note) / Skip actions -- also palette commands markStepDone/skipStep -- writing op-done to handoff/done/<id>.json; reviewer-workstation/request-step.sh drops the request into the VM + polls the answer ONCE (the one sanctioned poll); gate handoff-request (selftest 5/5). Live: the agent asked the human in the reviewer VM + resumed on the op-done beacon."
LBA-REQ-057,"The system shall emit a signed reviewer visual verdict (reviewer-verdict@1 mapping to acg-human-signoff-v1) for an extension release candidate, so a fail-closed gate proves the human's PASS/FAIL of the built candidate is Ed25519-signed by an enrolled reviewer and gates the release alongside the plane agreement.",T-057,"experiments/handoff-beacon/reviewerVerdict.mjs; experiments/handoff-beacon/reviewerVerdict.selftest.mjs; experiments/handoff-beacon/release-with-review.mjs; tools/collab-cli/verify-visual-review.mjs; tools/collab-cli/reviewer-allowlist.json; reviewer-workstation/render-verdict.sh; reviewer-workstation/verify-staged-vsix.mjs; reviewer-workstation/verify-staged-vsix.selftest.mjs; reviewer-workstation/enroll-reviewer.mjs; src/extension.ts; experiments/verify-local-gates.mjs",Proven,"ADR-0037 reviewer visual verdict beacon (under ADR-0035): reviewerVerdict.mjs (dependency-free, staged to media/) builds + Ed25519-signs the human PASS/FAIL of a release candidate IN the VM (enrolled reviewer key, no OIDC) mapping to acg-human-signoff-v1; gateVisualReview publishes only on pass + verified enrolled approvals; release-with-review.mjs composes it with the ADR-0018 gateReleasePublish; the extension Render Reviewer Verdict command signs into handoff/verdicts/; verify-visual-review.mjs gates a release visualReview block vs reviewer-allowlist.json; render-verdict.sh sets the target + collects; enroll-reviewer.mjs mints enrolled keys; CI keyless-cosign counter-signs; gate handoff-verdict (selftest 6/6). Live: the reviewer signs a pass verdict for ext 0.5.0 that verifies against the enrolled allowlist."
LBA-REQ-058,"The system shall announce a signed reviewer verdict on the lbabus coordination bus with a semantic message type (pass -> RESOLVED, changes -> REFINE, fail -> BLOCKED) carrying the full signed verdict, so a fail-closed gate proves the announcement is correctly derived and remote actors see the human's PASS/FAIL.",T-058,"experiments/handoff-beacon/reviewerVerdict.mjs; experiments/handoff-beacon/reviewerVerdict.selftest.mjs; reviewer-workstation/post-verdict.mjs; src/extension.ts; .github/workflows/extension-release.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0038 reviewer verdict bus announcement (under ADR-0035): buildVerdictBusPost (in the staged reviewerVerdict.mjs) derives the semantic lbabus post (pass->RESOLVED/changes->REFINE/fail->BLOCKED, task <component>-release-<version>, ref=commit, priority) from a signed verdict record; the extension (busPostArgs + postVerdictToBus) posts it from the VM after signing best-effort + the release-CI Discussion announce was REMOVED under live-only (LBA-REQ-064/ADR-0044; the extension + post-verdict.mjs paths remain, now net-capable); the full signed verdict JSON is the message body (--message-file); gate handoff-verdict (selftest 7/7). Live: the ext 0.5.0 PASS verdict posts as a RESOLVED message on the extension-release-0.5.0 task."
LBA-REQ-059,"The system shall close the host<->VM-agent coordination loop over the lbabus net TCP bus -- after driving the reviewer VM's Copilot agent, the host awaits the agent's reply frame correlated by task id (fail-closed on mismatch/timeout) and the signed reviewer verdict announces with a semantic net type (RESOLVED/REFINE/BLOCKED), so a fail-closed gate proves the read-back + the semantic types are correctly derived and coordination rides TCP, not a GitHub Discussion.",T-059,"reviewer-workstation/await-agent-reply.mjs; reviewer-workstation/await-agent-reply.selftest.mjs; reviewer-workstation/drive-agent-closed-loop.sh; reviewer-workstation/drive-agent-chat.sh; reviewer-workstation/closed-loop-readback-proof.sh; reviewer-workstation/closed-loop-readback-receipt.json; tools/collab-cli/Net.cs; experiments/verify-local-gates.mjs",Proven,"ADR-0039 host<->VM-agent closed loop over TCP: await-agent-reply.mjs runs lbabus net listen + correlates the VM agent's reply by task/type (fail-closed on mismatch/timeout); drive-agent-closed-loop.sh composes keyboard-inject (drive-agent-chat.sh) + await; the net envelope type set (BusWire.Types in Net.cs) gains RESOLVED/REFINE/BLOCKED (option A) so a signed verdict rides net as a semantic event; guest->host proven in provider-delegation/vm-run-evidence.json; gate closed-loop-readback (await-agent-reply selftest 7/7 + committed closed-loop-readback-receipt.json + net-types assertion). Live: 3 drives from the reviewer VM (senderId WIN) -- closed loop (lbabus ready on VM), release-with-review (ext 0.5.0 launch-to-ready 2604 ms/5 samples PASS via lba-benchmark-summary), verdict announcement (RESOLVED: PASS) -- all over TCP, no GitHub Discussion."
LBA-REQ-060,"The system shall provide a live-only net coordination read side -- a per-actor local receive-log written by lbabus net listen --log and read by lbabus net poll (filtered by type/task; fail-closed without a log) -- so a fail-closed gate proves post->log->poll round-trips over TCP and coordination reads no longer depend on a GitHub Discussion.",T-060,"tools/collab-cli/Net.cs; experiments/net-coordination/net-coordination-log-proof.sh; experiments/net-coordination/net-coordination-log-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0040 live-only net coordination: net listen --log appends received frames to a per-actor JSONL receive-log (BusWire.ToJson); net poll reads + filters it by type/task (BusWire.FromJson), mirroring the Discussion poll UX over TCP, fail-closed without a log; the send side (net send) already existed; no central/async store (an offline peer misses the frame -- accepted). Gate net-coordination-log (committed loopback receipt + Net.cs source assertion). Loopback: post->log->poll round-trip + type filter (NOTE/RESOLVED) + poll-without-log fails closed. First increment of retiring the GitHub-Discussion transport."
LBA-REQ-061,"The system shall let the extension select the coordination-bus transport -- GitHub Discussion (default) or the live-only lbabus net TCP bus (opt-in via busTransport/busNetHosts/busNetLog) -- so postNote/pollBus/the reviewer-verdict announcement ride net send/net poll when configured, and a fail-closed gate proves the switch + the Discussion-safe default.",T-061,"src/extension.ts; package.json; test/extension-activation.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0041 bus transport selection: busConfig reads busTransport/busNetHosts/busNetLog; busSendArgs builds the lbabus net send argv (type/task/--message-file); postNote->net send, pollBus->net poll --log, the reviewer-verdict announcement->busSendArgs under net, reusing the semantic net types (ADR-0039); Discussion stays the default (busPostArgs/post + poll unchanged -- no user-facing change, best-effort verdict announce preserved). Extension tests (busSendArgs + 24-command activation) in test/extension-activation.mjs; gate bus-transport-select (src/extension.ts + package.json source assertion, Discussion default). Off-Discussions step 2; MCP + post-verdict.mjs + release CI deferred."
LBA-REQ-062,"The system shall let the extension's MCP coordination tools select the transport -- the provider passes the bus-transport config as env (VIHS_COLLAB_TRANSPORT/NET_HOSTS/NET_LOG) and the stdio server routes poll_coordination_bus/post_coordination_note to net poll/net send under net (Discussion default) -- so the agent tool surface coordinates over TCP when configured, proven by a fail-closed gate.",T-062,"src/mcp/runBenchmarkActorMcpServer.ts; src/mcp/benchmarkActorMcpServerProvider.ts; test/mcp-server.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0042 MCP transport selection: busEnvFromConfig (provider) maps busTransport/busNetHosts/busNetLog to VIHS_COLLAB_TRANSPORT/NET_HOSTS/NET_LOG on the launched McpStdioServerDefinition env; pollBusArgs/postNoteArgs (server) route poll_coordination_bus->net poll --log + post_coordination_note->net send --hosts under net, reusing the CLI env names; Discussion stays the default (poll/post unchanged, tool schemas + mcp-tools doc unchanged, soft-isError on missing CLI). Unit-covered in test/mcp-server.mjs (busEnvFromConfig net/discussion + the transport-agnostic stdio tools); gate mcp-net-transport (src/mcp source assertion). Off-Discussions step 3; post-verdict.mjs + release CI + Discussion removal deferred."
LBA-REQ-063,"The system shall let the reviewer-workstation verdict announcer (post-verdict.mjs) select the transport -- GitHub Discussion (default) or the live-only lbabus net TCP bus (opt-in via VIHS_COLLAB_TRANSPORT/NET_HOSTS) -- so a signed verdict announces via net send with the same semantic type when configured, and a fail-closed gate proves the argv under both transports.",T-063,"reviewer-workstation/post-verdict.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0043 post-verdict transport selection: post-verdict.mjs reads VIHS_COLLAB_TRANSPORT/NET_HOSTS -> net emits net send --hosts --type <RESOLVED/...> --task <component>-release-<version> --message-file <verdict> (net envelope has no priority/ref -- in the verdict JSON), else the Discussion post argv (with priority/ref); --print-args/--dry-run/post honor it. Discussion stays the default so the release CI (which calls --print-args) is unchanged. Gate post-verdict-net-transport runs --print-args under both transports + asserts the argv. Off-Discussions step 4; release-CI announce decision + Discussion removal deferred."
LBA-REQ-064,"The system shall NOT announce the reviewer verdict to a GitHub Discussion from the release publish workflow -- the durable record of the human PASS is the committed signed verdict (release-agreement visualReview, keyless counter-signed); under the live-only net model CI has no bus peer -- so a fail-closed gate proves the publish workflow carries no GitHub-Discussion announce.",T-064,".github/workflows/extension-release.yml; docs/architecture/adr/ADR-0044-drop-release-ci-discussion-announce.md; experiments/verify-local-gates.mjs",Proven,"ADR-0044 drop the release-CI Discussion announce: the Set up .NET + Announce-the-reviewer-verdict steps are removed from extension-release.yml (no dotnet run LbaBus, no lbabus post to a GitHub Discussion in the publish pipeline); the committed signed verdict (release-agreement visualReview, staged for keyless counter-sign + Fulcio/rekor) is the durable record + verify-visual-review still gates the release; off-CI the live announce stays via post-verdict.mjs/extension over net (ADR-0041/0043). Supersedes the CI-announce portion of ADR-0038/LBA-REQ-058. Gate release-no-discussion-announce. Off-Discussions step 5; Discussion-transport removal deferred."
LBA-REQ-065,"The system shall default the coordination-bus transport to the live-only lbabus net TCP bus (GitHub Discussion becomes a legacy opt-out) AND degrade gracefully when net is unconfigured -- net poll with no receive-log and net send --skip-if-no-peer with no peer both exit 0 with a hint (no error, no dead loopback) -- so a fresh install coordinates over TCP once a peer/log is set and does nothing quietly until then.",T-065,"tools/collab-cli/Net.cs; src/extension.ts; src/mcp/benchmarkActorMcpServerProvider.ts; src/mcp/runBenchmarkActorMcpServer.ts; reviewer-workstation/post-verdict.mjs; package.json; experiments/verify-local-gates.mjs",Proven,"ADR-0045 flip the coordination default to net: busTransport defaults to net across the extension/MCP provider+stdio/post-verdict (Discussion is the legacy opt-out busTransport=discussion / VIHS_COLLAB_TRANSPORT=discussion); net poll with no receive-log softened from fail-closed to a graceful exit 0 (hint), and the send side passes --skip-if-no-peer so net send with no peer exits 0 (no dead loopback) -- an unconfigured net-default install is a silent no-op until a peer (busNetHosts/VIHS_COLLAB_NET_HOSTS) and/or receive-log (busNetLog/VIHS_COLLAB_NET_LOG) is set. Updates the ADR-0041/0042/0043 defaults + softens the ADR-0040 poll fail-closed. npm test covers the extension+MCP default flip; the net-coordination-log receipt covers the graceful poll. Gates net-default-graceful (Net.cs graceful branches + net default) + bus-transport-select (default === net). Off-Discussions step 6; Discussion-transport removal deferred (final)."
LBA-REQ-066,"The system shall coordinate over the live-only lbabus net TCP bus ONLY across its product surface (the extension commands + the MCP coordination tools + the reviewer verdict announcer) -- the GitHub-Discussion transport opt-out is removed (no busTransport selection, no consumer builds a Discussion post/poll argv) -- so a fail-closed gate proves the product surface is net-only.",T-066,"src/extension.ts; src/mcp/benchmarkActorMcpServerProvider.ts; src/mcp/runBenchmarkActorMcpServer.ts; reviewer-workstation/post-verdict.mjs; package.json; test/extension-activation.mjs; test/mcp-server.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0046 collapse the product surface to net-only: the labviewBenchmarkActor.busTransport setting is removed (busNetHosts/busNetLog remain); the extension (busConfig -> {netHosts,netLog}; pollBus->net poll, postNote+verdict->net send; no busPostArgs), the MCP provider+stdio (busEnvFromConfig maps only NET_HOSTS/NET_LOG; pollBusArgs/postNoteArgs net-only; no VIHS_COLLAB_TRANSPORT), and post-verdict.mjs (net send only, no --priority/--ref) build only the net argv. The graceful no-op (ADR-0045: --skip-if-no-peer / net poll exit 0) is preserved. Supersedes the transport-selection of ADR-0041/0042/0043. npm test covers the net-only extension+MCP; gates bus-transport-select/mcp-net-transport/post-verdict-net-transport (now net-only) + net-default-graceful. Off-Discussions step 7; the CLI Discussion-transport removal is the deferred step 8."
LBA-REQ-067,"The system shall NOT expose a GitHub-Discussion coordination transport from the lbabus CLI -- the init/post/poll/wait/delta subcommands and the GraphQL Discussion client are removed (GitHubGraphQL keeps only the REST release-tag + issue-comment calls for selfcheck/defect), leaving the live-only lbabus net TCP bus as the sole coordination transport -- so a fail-closed gate proves the CLI carries no Discussion transport.",T-067,"tools/collab-cli/Program.cs; tools/collab-cli/GitHubGraphQL.cs; tools/collab-cli/Config.cs; tools/collab-cli/ci/cases; experiments/verify-local-gates.mjs",Proven,"ADR-0047 remove the CLI Discussion transport (off-Discussions step 8, final): Program.cs drops init/post/poll/wait/delta + the EnforceVersionOrNull version guard + ParseAll/SeedBody/Eq/Dur; GitHubGraphQL is REST-only (drops Query/ResolveContext/FindDiscussion/CreateDiscussion/EnsureDiscussion/ListComments/AddComment + the DiscussionRef/DiscussionComment records; keeps ListReleaseTags for selfcheck + AddIssueComment for defect); Config drops Category/Title/AgentId/Counterpart/AddressesMe; the 12 discussion/version-guard ci cases are retired (grep+defect+runner-meta remain). The live-only lbabus net TCP bus is the sole coordination transport. dotnet build + a CLI smoke test verify it; gate cli-no-discussion-transport. Doc sweep + mock trim + ollama-bus retirement deferred to step 8b (no gate impact). Completes the off-Discussions migration."
LBA-REQ-068,"The system shall record, as a committed fail-closed receipt, that the host drove the reviewer VM's Copilot agent to run the RELEASED net-only lbabus (collab-cli 0.15.0, pulled from the immutable collab-cli-v0.15.0 release) and the VM reported task-correlated results back over the lbabus net TCP bus -- the sole coordination path, since the released CLI rejects the retired init/post/poll/wait/delta Discussion commands -- so a fail-closed gate proves the end-to-end net-only drive loop is reproducible off any GitHub-Discussion dependency.",T-068,"reviewer-workstation/net-only-live-drive.mjs; reviewer-workstation/net-only-live-drive.selftest.mjs; reviewer-workstation/net-only-live-drive-receipt.json; reviewer-workstation/drive-agent-closed-loop.sh; reviewer-workstation/await-agent-reply.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0049 net-only live VM-agent drive: builds on the read-back mechanism of LBA-REQ-059/ADR-0039 but proves the loop with the RELEASED net-only binary (collab-cli-v0.15.0) installed on the reviewer VM. The committed net-only-live-drive-receipt@1 seals 3 real drives from the VM (senderId WIN, matched over lbabus net TCP): net-only install, benchmark re-drive (launch-to-ready 2604.2 ms/5 samples PASS), and the WIN 0.15.0 release sign-off (version=0.15.0, post=unknown command exit 1, PASS); plus the net-only CLI proof (collab-cli-v0.15.0 rejects init/post/poll/wait/delta). The verifier (net-only-live-drive.mjs) re-derives the digest + verdict deterministically + fails closed on a non-WIN/unmatched drive, an incomplete net-only proof, a forged verdict, or a tampered digest; selftest 7/7; gate net-only-live-drive. Comms-only (ADR-0003): each reply is a one-line status."
LBA-REQ-069,"The system shall record, as a committed fail-closed receipt, that ONE release-with-review loop is bound to a single candidate over the net-only bus -- the reviewer VM staged the candidate over lbabus net, a human Ed25519-signed a visual PASS/FAIL of THAT candidate (component/version/commit/vsixSha256), and the signed verdict announced over net with its semantic type -- so a fail-closed gate proves the staged, signed, and announced candidate are the SAME.",T-069,"reviewer-workstation/release-with-review-drive.mjs; reviewer-workstation/release-with-review-drive.selftest.mjs; reviewer-workstation/release-with-review-drive-receipt.json; experiments/handoff-beacon/reviewerVerdict.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0050 release-with-review drive: binds the net-staged candidate (LBA-REQ-068) to the signed visual verdict (LBA-REQ-057) announced over net (LBA-REQ-058) -- all bound to the same candidate. The verifier release-with-review-drive.mjs REUSES verifyReviewerVerdict/gateVisualReview/buildVerdictBusPost from reviewerVerdict.mjs + adds the binding: a matched WIN staging drive over net, the verdict target == the staged candidate (component/version/commit/vsixSha256), the enrolled Ed25519 sign-off verifies + the visual-review gate publishes, and the net announce is correctly derived (type/task/ref). The committed release-with-review-drive-receipt@1 seals one real round (ext 0.5.0 staged over net task rev-1785753563, signed PASS by reviewer@vi-tech.nl, announced RESOLVED on extension-release-0.5.0); re-derives the binding + verdict + digest deterministically + fails closed on a candidate mismatch, an unverified sign-off, a non-publishing gate, a mis-derived announce, or a tampered digest; selftest 7/7; gate release-with-review-drive. Comms-only (ADR-0003)."
LBA-REQ-070,"The system shall record, as a committed fail-closed receipt, that a release candidate publishes ONLY when BOTH the machine corroboration gate (a quorum verdict + an enrolled sign-off over it, ADR-0018) AND the human visual gate (an enrolled signed PASS of the built candidate, LBA-REQ-057) pass, AND both name the SAME net-staged candidate (LBA-REQ-068/069) -- so a fail-closed gate proves the machine quorum, the human visual verdict, and the net stage all name one candidate.",T-070,"reviewer-workstation/composite-release-decision.mjs; reviewer-workstation/composite-release-decision.selftest.mjs; reviewer-workstation/composite-release-decision-receipt.json; reviewer-workstation/assemble-composite.mjs; reviewer-workstation/assemble-composite.selftest.mjs; experiments/handoff-beacon/release-with-review.mjs; experiments/acg-reviewer/sign-off.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0051 composite release decision (capstone): binds the machine corroboration gate (gateReleasePublish, ADR-0018/LBA-REQ-027) to the human visual gate (gateVisualReview, LBA-REQ-057) over the SAME net-staged candidate (LBA-REQ-068/069). The verifier composite-release-decision.mjs REUSES gateReleaseWithReview (which composes gateReleasePublish + gateVisualReview) + candidatesMatch/stagedOk + adds the cross-gate binding: the machine quorum consensus.version/sourceCommit == the candidate == the visual verdict target, and the candidate was staged over net by a matched WIN drive. The committed composite-release-decision-receipt@1 seals one real round (ext 0.5.0: passing 2-witness quorum + an enrolled sign-off over the quorum digest + an enrolled signed visual PASS + the net staging drive rev-1785753563), one reviewer signing both gates with one enrolled Ed25519 key; re-derives the decision + binding + digest deterministically + fails closed unless both gates publish AND both name the staged candidate (or on a tampered digest); selftest 7/7; gate composite-release-decision. No gate reinvented. Comms-only (ADR-0003)."
